縣市,行政區,戶外探索教育場,手球場(館),木球場,半場籃球場,卡巴迪球場,田徑場,合球場,曲棍球場,羽球場(館),自由車場,沙灘排球場,角力場/場、武術館(教室),足球場,身心障礙(銀髮族)運動休閒會館,其他,武術場,空手道場/館,保齡球館,柔術場,柔道場/館,射箭場,拳擊場/館,桌球場(館),迷你高爾夫球場,馬術場,高爾夫球場,高爾夫球練習場,健力室,健身房(含重量訓練室),排球場(館),棒、壘球打擊練習場,棒球場,游泳池(館),跆拳道場/館,極限運動場,滑冰場(冰宮),滑輪場(直排輪場),躲避球場,靶場/射擊場,槌球場,滾球場,網球場(館),舞蹈教室,劍道場/館,撞球場,樂活運動站,壁球場,橄欖球場(聯合式橄欖球場),擊劍場,環形/直線慢跑道(非田徑場型),舉重室,壘球場,攀岩場,籃球場,體操室/館,總計
宜蘭縣,三星鄉,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,14
宜蘭縣,大同鄉,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7
宜蘭縣,五結鄉,0,0,0,0,0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,20
宜蘭縣,冬山鄉,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,22
宜蘭縣,壯圍鄉,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16
宜蘭縣,宜蘭市,0,0,0,1,0,7,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,5,0,0,1,0,0,0,0,4,0,0,0,3,2,0,0,2,0,0,0,1,0,0,1,23,0,67
宜蘭縣,南澳鄉,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,14
宜蘭縣,員山鄉,0,0,0,0,0,2,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18
宜蘭縣,頭城鎮,0,0,0,1,0,5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,1,1,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,12,0,39
宜蘭縣,礁溪鄉,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,18
宜蘭縣,羅東鎮,0,0,0,1,0,4,0,0,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,10,0,39
宜蘭縣,蘇澳鎮,0,0,0,0,0,3,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12,0,29
花蓮縣,玉里鎮,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,11,0,39
花蓮縣,光復鄉,0,0,0,1,0,5,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,31
花蓮縣,吉安鄉,0,0,0,0,0,7,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,26
花蓮縣,秀林鄉,0,0,0,1,0,4,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,5,0,22
花蓮縣,卓溪鄉,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,12
花蓮縣,花蓮市,0,0,0,0,0,18,0,0,9,0,0,0,4,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,4,9,2,2,9,0,0,0,0,0,1,0,0,7,4,0,1,0,0,0,0,2,0,1,0,26,1,107
花蓮縣,富里鄉,0,0,0,0,0,5,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14
花蓮縣,新城鄉,0,0,0,0,0,3,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,23
花蓮縣,瑞穗鄉,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,15
花蓮縣,萬榮鄉,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
花蓮縣,壽豐鄉,1,0,0,0,0,6,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,2,9,0,42
花蓮縣,鳳林鎮,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,15
花蓮縣,豐濱鄉,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
金門縣,金沙鎮,0,0,0,0,0,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,22
金門縣,金城鎮,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,1,3,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,6,0,29
金門縣,金湖鎮,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,1,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,8,1,33
金門縣,金寧鄉,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,6,0,28
金門縣,烈嶼鄉,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11
南投縣,中寮鄉,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,19
南投縣,仁愛鄉,0,0,0,1,0,6,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,12,0,29
南投縣,水里鄉,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,12,0,23
南投縣,名間鄉,0,0,0,0,0,5,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,24
南投縣,竹山鎮,0,0,0,0,0,9,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,1,0,5,1,0,0,0,0,0,0,2,0,0,0,7,0,47
南投縣,信義鄉,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,10,0,25
南投縣,南投市,0,0,0,0,0,13,0,0,15,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,1,2,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,5,0,0,0,22,0,77
南投縣,埔里鎮,0,0,0,0,0,11,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,0,3,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,2,0,19,0,56
南投縣,草屯鎮,0,0,0,1,0,12,0,0,9,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,1,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,14,0,57
南投縣,國姓鄉,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,20
南投縣,魚池鄉,0,0,0,0,0,3,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,5,0,19
南投縣,鹿谷鄉,0,0,0,0,0,6,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,24
南投縣,集集鎮,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,12
屏東縣,九如鄉,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,16
屏東縣,三地門鄉,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
屏東縣,內埔鄉,0,0,1,1,0,10,0,0,6,0,0,0,3,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,1,4,1,2,3,0,0,0,0,1,0,0,0,4,3,0,1,1,0,0,0,2,0,1,1,17,0,70
屏東縣,竹田鄉,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,11
屏東縣,牡丹鄉,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
屏東縣,車城鄉,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
屏東縣,里港鄉,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,19
屏東縣,佳冬鄉,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,22
屏東縣,來義鄉,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14
屏東縣,東港鎮,0,0,0,0,0,7,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,27
屏東縣,枋山鄉,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,8
屏東縣,枋寮鄉,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,14
屏東縣,林邊鄉,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13
屏東縣,長治鄉,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,7
屏東縣,南州鄉,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,4,0,11
屏東縣,屏東市,0,0,0,4,0,20,0,0,13,0,0,0,6,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,5,12,0,1,11,0,1,0,1,2,0,3,1,11,4,0,2,0,0,0,0,2,1,0,0,33,2,151
屏東縣,恆春鎮,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,24
屏東縣,春日鄉,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6
屏東縣,崁頂鄉,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
屏東縣,泰武鄉,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,11
屏東縣,琉球鄉,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,9
屏東縣,高樹鄉,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23
屏東縣,新埤鄉,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,10
屏東縣,新園鄉,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13
屏東縣,獅子鄉,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8
屏東縣,萬丹鄉,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,6,0,22
屏東縣,萬巒鄉,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14
屏東縣,滿州鄉,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,12
屏東縣,瑪家鄉,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12
屏東縣,潮州鎮,0,0,0,0,0,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,7,0,34
屏東縣,霧臺鄉,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
屏東縣,麟洛鄉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7
屏東縣,鹽埔鄉,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17
苗栗縣,三義鄉,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12
苗栗縣,三灣鄉,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,10
苗栗縣,大湖鄉,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,16
苗栗縣,公館鄉,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,19
苗栗縣,竹南鎮,0,1,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,11,0,39
苗栗縣,西湖鄉,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
苗栗縣,卓蘭鎮,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,18
苗栗縣,南庄鄉,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
苗栗縣,後龍鎮,0,0,0,0,0,8,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,24
苗栗縣,苑裡鎮,0,0,0,1,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,17,1,45
苗栗縣,苗栗市,0,0,1,1,0,10,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,1,4,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,21,0,57
苗栗縣,泰安鄉,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
苗栗縣,通霄鎮,0,0,0,1,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,16,0,40
苗栗縣,造橋鄉,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,16
苗栗縣,獅潭鄉,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6
苗栗縣,銅鑼鄉,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13
苗栗縣,頭份市,0,0,0,3,0,14,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,1,0,1,0,0,0,0,3,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,18,0,65
苗栗縣,頭屋鄉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
桃園市,八德區,0,1,0,1,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,2,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,51
桃園市,大園區,0,0,0,0,0,7,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14,0,34
桃園市,大溪區,0,0,0,2,0,12,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,1,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,11,0,50
桃園市,中壢區,0,0,0,3,0,26,0,1,24,0,0,0,2,0,1,0,0,0,0,1,0,0,9,0,0,0,0,0,6,12,1,4,9,2,0,0,3,8,1,2,0,8,5,0,0,1,0,0,0,3,0,0,1,54,0,187
桃園市,平鎮區,0,0,0,0,0,9,0,0,8,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,4,0,1,0,2,5,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,21,1,65
桃園市,桃園區,0,0,0,3,0,21,0,0,15,0,0,0,1,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,3,10,0,0,7,1,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,39,1,121
桃園市,復興區,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,14
桃園市,新屋區,0,0,0,0,0,7,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,9,0,34
桃園市,楊梅區,0,0,0,1,0,11,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,1,2,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,16,0,63
桃園市,龍潭區,0,0,0,0,0,10,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,10,2,42
桃園市,龜山區,0,1,0,0,0,21,1,0,11,0,0,0,3,1,1,0,1,0,0,1,1,0,5,0,0,0,1,0,3,7,0,3,1,2,0,0,1,3,0,0,0,4,2,0,1,0,0,0,0,2,0,0,0,33,2,112
桃園市,蘆竹區,0,1,0,2,0,9,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16,0,51
桃園市,觀音區,0,0,0,0,0,11,0,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28
高雄市,三民區,0,0,1,0,0,19,0,0,10,0,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,1,9,1,0,0,0,1,0,1,0,10,1,0,0,0,0,0,0,3,0,0,0,22,1,97
