縣市,行政區,戶外探索教育場,手球場(館),木球場,半場籃球場,卡巴迪球場,田徑場,合球場,曲棍球場,羽球場(館),自由車場,沙灘排球場,角力場/場、武術館(教室),足球場,身心障礙(銀髮族)運動休閒會館,其他,武術場,空手道場/館,保齡球館,柔術場,柔道場/館,射箭場,拳擊場/館,桌球場(館),迷你高爾夫球場,馬術場,高爾夫球場,高爾夫球練習場,健力室,健身房(含重量訓練室),排球場(館),棒、壘球打擊練習場,棒球場,游泳池(館),跆拳道場/館,極限運動場,滑冰場(冰宮),滑輪場(直排輪場),躲避球場,靶場/射擊場,槌球場,滾球場,網球場(館),舞蹈教室,劍道場/館,撞球場,樂活運動站,壁球場,橄欖球場(聯合式橄欖球場),擊劍場,環形/直線慢跑道(非田徑場型),舉重室,壘球場,攀岩場,籃球場,體操室/館,總計
臺中市,潭子區,0,1,0,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,25
臺中市,龍井區,0,4,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,15,0,36
臺中市,豐原區,0,0,0,1,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,14,0,45
臺中市,霧峰區,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,37
臺北市,士林區,0,0,0,1,0,14,0,0,8,0,0,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,4,10,1,1,12,0,0,0,0,2,0,0,0,6,4,0,0,0,0,0,0,3,0,0,0,29,0,103
臺北市,大同區,1,0,0,0,0,2,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,6,0,29
臺北市,大安區,0,1,0,0,0,10,0,0,11,0,0,0,3,0,6,0,0,0,0,1,0,0,6,0,0,0,1,0,5,9,0,0,13,0,0,0,1,1,0,0,1,5,6,0,3,0,3,0,1,0,0,0,0,28,2,117
臺北市,中山區,0,0,0,0,0,5,1,0,13,0,0,0,1,0,3,0,0,0,0,1,0,0,2,0,0,0,1,0,2,7,0,1,6,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,18,1,73
臺北市,中正區,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,3,6,0,0,6,0,0,0,0,1,1,0,0,0,3,1,1,0,0,1,0,1,0,0,0,18,0,63
臺北市,內湖區,0,0,0,1,0,7,0,0,11,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,5,10,0,0,13,0,0,0,0,0,0,0,0,6,4,0,1,0,1,0,0,3,0,0,1,22,0,92
臺北市,文山區,0,0,0,2,0,8,2,0,14,0,0,1,2,0,1,0,0,0,0,2,1,0,5,0,0,0,1,0,3,11,0,0,13,0,0,0,0,1,1,0,0,3,6,0,3,0,0,0,1,4,0,1,1,34,2,123
臺北市,北投區,0,0,0,0,0,15,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,4,11,0,0,12,0,0,0,0,1,0,0,1,10,4,0,1,0,1,0,0,3,0,1,2,33,0,126
臺北市,松山區,0,0,0,2,0,2,0,0,6,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,6,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,7,0,38
臺北市,信義區,0,0,0,0,0,9,0,0,10,0,0,0,1,0,3,0,0,0,0,0,1,0,3,0,0,0,1,0,3,6,1,0,9,1,0,0,0,2,0,0,0,1,3,0,0,0,1,0,0,3,0,0,2,22,0,82
臺北市,南港區,0,1,0,0,0,5,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,5,0,0,6,0,1,0,0,2,1,0,0,0,3,0,0,0,1,0,0,1,0,0,1,15,0,56
臺北市,萬華區,0,0,0,0,0,3,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1,6,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,10,0,44
臺東縣,大武鄉,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
臺東縣,太麻里鄉,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,12
臺東縣,成功鎮,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,20
臺東縣,池上鄉,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
臺東縣,卑南鄉,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,14
臺東縣,延平鄉,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
臺東縣,東河鄉,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
臺東縣,金峰鄉,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,9
臺東縣,長濱鄉,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
臺東縣,海端鄉,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14
臺東縣,鹿野鄉,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,5,0,21
臺東縣,達仁鄉,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
臺東縣,綠島鄉,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
臺東縣,臺東市,0,0,0,1,0,18,0,0,12,0,0,0,6,0,4,0,0,0,0,2,1,0,4,0,0,0,0,0,2,6,1,6,9,2,0,0,2,1,1,0,0,5,3,0,1,0,0,0,1,1,1,0,0,31,2,123
臺東縣,關山鎮,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,14
臺東縣,蘭嶼鄉,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
臺南市,七股區,0,0,0,0,0,8,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,6,0,29
臺南市,下營區,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17
臺南市,大內區,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
臺南市,山上區,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
臺南市,中西區,0,0,0,0,0,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,1,35
臺南市,仁德區,0,1,0,0,0,6,0,0,7,0,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,11,1,46
臺南市,六甲區,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7
臺南市,北門區,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14
臺南市,北區,0,0,0,1,0,11,0,0,7,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,8,0,43
臺南市,左鎮區,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
臺南市,永康區,0,0,0,1,0,13,0,0,11,0,0,0,2,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,1,3,0,0,4,0,0,0,1,4,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,13,0,68
臺南市,玉井區,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14
臺南市,白河區,0,0,0,0,0,6,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,26
臺南市,安平區,0,0,0,0,0,4,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,23
臺南市,安定區,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,10
臺南市,安南區,0,0,0,0,0,10,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,5,0,1,4,0,0,0,0,1,0,0,0,2,4,0,1,0,0,0,0,3,0,1,0,14,1,62
臺南市,西港區,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,12
臺南市,佳里區,0,0,0,0,0,7,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,9,0,43
臺南市,官田區,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,18
臺南市,東山區,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,7,0,19
臺南市,東區,0,0,0,2,0,9,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,0,5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,14,1,60
臺南市,南化區,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7
臺南市,南區,0,0,0,1,0,8,0,0,8,1,0,0,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,7,0,1,4,1,1,0,0,2,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,8,0,56
臺南市,後壁區,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7,0,22
臺南市,柳營區,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12
臺南市,將軍區,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,14
臺南市,麻豆區,0,0,0,0,0,11,0,0,7,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,10,0,49
臺南市,善化區,0,0,0,0,0,6,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,30
臺南市,新化區,0,0,0,0,0,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,25
臺南市,新市區,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,2,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,2,0,22
臺南市,新營區,0,0,0,0,0,10,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,12,0,41
臺南市,楠西區,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
臺南市,學甲區,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7
臺南市,龍崎區,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
臺南市,歸仁區,0,0,0,1,0,5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,6,0,32
臺南市,關廟區,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,16
臺南市,鹽水區,0,0,0,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,19
澎湖縣,七美鄉,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,8
澎湖縣,白沙鄉,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20
澎湖縣,西嶼鄉,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
澎湖縣,馬公市,0,0,0,0,0,14,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,18,0,53
澎湖縣,望安鄉,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7
澎湖縣,湖西鄉,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,21
